bead_xy_mse,final_xy_chamfer,final_xy_chamfer_ci_high,final_xy_chamfer_ci_low,full_state_mse,input_variant,model,robot_proxy_mse,rows,split,subset,training_seed,trajectory_xy_chamfer,trajectory_xy_chamfer_ci_high,trajectory_xy_chamfer_ci_low,visible_seeds
0.01771700754761696,0.12148329583826915,0.1320108245617438,0.11165089320185322,0.022525155916810036,paper_state,deterministic_mlp,0.028442874550819397,129,test,pre_engagement_hidden_v2,31403,0.12005460401756318,0.12969158866429398,0.11033881858372652,128
0.009630418382585049,0.047158770413309535,0.05442013711446782,0.04092880833355312,0.034370359033346176,state_action,deterministic_mlp,0.06481950730085373,608,val,all,31401,0.04672895494092556,0.054263810751312536,0.0407127062102821,64
0.01394244097173214,0.06125942719138592,0.0719081998257739,0.052251579129788166,0.03698397055268288,state_action,deterministic_mlp,0.06534278392791748,368,val,pre_engagement,31401,0.060836329258049576,0.07170126536363791,0.052126244836163425,64
0.012956589460372925,0.0482766362133828,0.0599405041334828,0.04000508818210347,0.040260206907987595,state_action,deterministic_mlp,0.07386466860771179,304,val,free,31401,0.048210311936201296,0.060513390862301314,0.03974497158371316,64
0.006304245442152023,0.04604090461323626,0.05192160836020388,0.04078423372236513,0.028480498120188713,state_action,deterministic_mlp,0.05577436089515686,304,val,hidden_v2,31401,0.04524759794564983,0.05051283899659713,0.04047846640449456,64
0.012956589460372925,0.0482766362133828,0.06016778574877299,0.03996706219167044,0.040260206907987595,state_action,deterministic_mlp,0.07386466860771179,304,val,pre_engagement_free,31401,0.048210311936201296,0.06083380457525221,0.03972327724711185,64
0.017537401989102364,0.12292768433690071,0.14012289133679587,0.10605446334375301,0.025037003681063652,state_action,deterministic_mlp,0.03426728397607803,64,val,pre_engagement_hidden_v2,31401,0.12080991153682892,0.1369299132323552,0.1049772103252811,64
0.006836608052253723,0.04450259810939604,0.04817122353470585,0.0412667383712176,0.025020571425557137,state_action,deterministic_mlp,0.047400832176208496,1208,test,all,31401,0.0440090108560627,0.04740892550119505,0.0409550681105347,128
0.009680654853582382,0.058428560716505346,0.06382400081388209,0.05348492085424122,0.02193150296807289,state_action,deterministic_mlp,0.03700947389006615,733,test,pre_engagement,31401,0.05787496899573109,0.06298864115999749,0.053346441070301405,128
0.007432510145008564,0.0447762329825231,0.05002577550061762,0.040623399698791564,0.02183399349451065,state_action,deterministic_mlp,0.03955890238285065,604,test,free,31401,0.04440379279362918,0.04900178396351906,0.04058727561626913,128
0.00624070642516017,0.04422896323626898,0.0475160731381461,0.041295311841263685,0.028207145631313324,state_action,deterministic_mlp,0.05524275824427605,604,test,hidden_v2,31401,0.04361422891849621,0.046747692858168606,0.040767002599608755,128
0.007432510145008564,0.0447762329825231,0.04999990557926075,0.040589323404549994,0.02183399349451065,state_action,deterministic_mlp,0.03955890238285065,604,test,pre_engagement_free,31401,0.04440379279362918,0.04919924569108624,0.04060281958330004,128
0.017717288807034492,0.12235108747096486,0.13295652575640793,0.1119217181498243,0.022280070930719376,state_action,deterministic_mlp,0.02789580263197422,129,test,pre_engagement_hidden_v2,31401,0.12094931338386711,0.1309321256930923,0.11101302891232383,128
0.009347135201096535,0.04592026530467832,0.05296700104057359,0.03977882025361733,0.036208488047122955,state_action,deterministic_mlp,0.0692686215043068,608,val,all,31402,0.045559901350459675,0.05308281628535098,0.039410614872716916,64
0.013593798503279686,0.060045241308651624,0.07048042244501108,0.05129161859635093,0.03897763788700104,state_action,deterministic_mlp,0.07021929323673248,368,val,pre_engagement,31402,0.05981301820345149,0.07118153360572967,0.05082756438895026,64
0.012494360096752644,0.046875169244901226,0.05833423052269996,0.03862830776758346,0.04276721924543381,state_action,deterministic_mlp,0.08002611994743347,304,val,free,31402,0.04702765843856532,0.060092616570563646,0.038525582948617486,64
0.006199911702424288,0.044965361364455406,0.050640115848515944,0.03973288672962589,0.029649768024683,state_action,deterministic_mlp,0.058511119335889816,304,val,hidden_v2,31402,0.04409214426235402,0.04943416681310506,0.03919504476247189,64
0.012494360096752644,0.046875169244901226,0.05822369830956845,0.03878765554338042,0.04276721924543381,state_action,deterministic_mlp,0.08002611994743347,304,val,pre_engagement_free,31402,0.04702765843856532,0.05992709986390524,0.038337961400344095,64
0.017602959647774696,0.12260308361146599,0.1402664113265928,0.10572744871024042,0.02515874244272709,state_action,deterministic_mlp,0.03445816785097122,64,val,pre_engagement_hidden_v2,31402,0.12054347708666077,0.13671684525052114,0.10522162361685332,64
0.007339999545365572,0.04279430935179371,0.04630628486138146,0.03957438301510465,0.025719663128256798,state_action,deterministic_mlp,0.04834078997373581,1208,test,all,31402,0.04268738247445686,0.04635014930615405,0.03953605919095661,128
0.010610892437398434,0.05690072623550343,0.062342779576470816,0.0520854107694013,0.022844891995191574,state_action,deterministic_mlp,0.03790212422609329,733,test,pre_engagement,31402,0.05675707598832632,0.062269444760018854,0.05199820426537889,128
