diverged,eligible,final_fraction_abs_diff,future_final_xy_chamfer,normalized_prefix_mae,split,success_diff,visible_seed,window_t
True,True,0.125,0.01125277578830719,0.0013199360912881594,train,True,400059,2
True,True,0.125,0.009799996390938759,0.0022603363933628587,train,True,400059,3
True,True,0.125,0.009728537872433662,0.002774667729149562,train,True,400059,4
True,True,0.125,0.010556643828749657,0.010459989442026892,train,True,400059,5
True,True,0.125,0.009907488711178303,0.01708311344471006,train,True,400059,6
True,True,0.125,0.009907488711178303,0.02316231220556813,train,True,400059,7
True,True,0.125,0.009907488711178303,0.02113079750792377,train,True,400059,8
True,True,0.125,0.009907488711178303,0.020522593510746815,train,True,400059,9
True,True,0.9166666865348816,0.12142014503479004,0.0,train,True,400060,0
True,True,0.9166666865348816,0.12682980298995972,0.0026355417605650523,train,True,400060,1
True,True,0.9166666865348816,0.12682980298995972,0.04553220733472693,train,True,400060,2
False,False,0.9166666865348816,0.12682980298995972,0.0783908146892526,train,True,400060,3
False,False,0.9166666865348816,0.12682980298995972,0.10801089892327934,train,True,400060,4
True,True,0.625,0.018733641132712364,0.0,train,True,400061,0
True,True,0.625,0.018733641132712364,0.007777830830809248,train,True,400061,1
True,True,0.625,0.018733641132712364,0.020951594909646376,train,True,400061,2
True,True,0.0,0.00403355760499835,0.0,train,False,400062,0
True,True,0.0,0.00403355760499835,0.0008371503359007783,train,False,400062,1
True,True,0.0,0.00403355760499835,0.0018885096682767597,train,False,400062,2
True,True,0.0,0.004094267729669809,0.0,train,False,400063,0
True,True,0.0,0.005514546297490597,0.0011737267401836344,train,False,400063,1
True,True,0.0,0.006275915075093508,0.0023080001222816884,train,False,400063,2
True,True,0.0,0.006275915075093508,0.003281171807571663,train,False,400063,3
True,True,0.0,0.006275915075093508,0.003037810841039206,train,False,400063,4
True,True,0.0,0.006275915075093508,0.0030863064144116326,train,False,400063,5
True,True,0.875,0.11205640435218811,0.0,train,True,400064,0
True,True,0.875,0.10352947562932968,0.009154793298576804,train,True,400064,1
True,True,0.875,0.10352947562932968,0.039845208389294604,train,True,400064,2
False,False,0.875,0.10352947562932968,0.06254265002628237,train,True,400064,3
False,False,0.875,0.10352947562932968,0.07539144113972955,train,True,400064,4
True,True,0.875,0.03807412087917328,0.0,train,True,400065,0
True,True,0.875,0.04344341903924942,0.0009437875821224469,train,True,400065,1
True,True,0.875,0.04344341903924942,0.01626365266574947,train,True,400065,2
True,True,0.875,0.04344341903924942,0.028898952866447666,train,True,400065,3
True,True,0.875,0.04344341903924942,0.03793497053344241,train,True,400065,4
True,True,0.0,0.006223201286047697,0.0,train,False,400066,0
True,True,0.625,0.034328263252973557,0.0,train,True,400067,0
True,True,0.625,0.034328263252973557,0.004057432395191351,train,True,400067,1
True,True,1.0,0.08565467596054077,0.0,train,True,400068,0
True,True,1.0,0.08536931872367859,0.03168865397959117,train,True,400068,1
False,False,1.0,0.07447870075702667,0.057267206380248924,train,True,400068,2
False,False,1.0,0.07447870075702667,0.10381018370442553,train,True,400068,3
False,False,1.0,0.07447870075702667,0.10223474558740797,train,True,400068,4
False,False,1.0,0.07447870075702667,0.1118492504120103,train,True,400068,5
True,True,0.0,0.010646527633070946,0.0,train,False,400069,0
True,True,0.0,0.009833201766014099,0.0008305920036340902,train,False,400069,1
True,True,0.0,0.009833201766014099,0.004856356511862895,train,False,400069,2
True,True,0.0,0.009833201766014099,0.010321665280944324,train,False,400069,3
True,True,0.0,0.009833201766014099,0.01440826469018794,train,False,400069,4
True,True,0.8333333134651184,0.07306154817342758,0.0,train,True,400070,0
True,True,0.8333333134651184,0.07648308575153351,0.004689246734955274,train,True,400070,1
True,True,0.8333333134651184,0.07318668067455292,0.031080938531527432,train,True,400070,2
False,False,0.8333333134651184,0.08133804798126221,0.05265606601209395,train,True,400070,3
False,False,0.8333333134651184,0.08133804798126221,0.06937323426833851,train,True,400070,4
False,False,0.8333333134651184,0.08133804798126221,0.06258840555530525,train,True,400070,5
False,False,0.8333333134651184,0.08133804798126221,0.06038822445002729,train,True,400070,6
True,True,1.0,0.0042022825218737125,0.0,train,False,400071,0
True,True,1.0,0.008531508035957813,0.00039833244243976223,train,False,400071,1
True,True,1.0,0.00877224002033472,0.000864568827592092,train,False,400071,2
True,True,1.0,0.00799055490642786,0.0018340814047203096,train,False,400071,3
True,True,1.0,0.00799055490642786,0.002623362910892092,train,False,400071,4
True,True,1.0,0.00799055490642786,0.007498911215786646,train,False,400071,5
True,True,1.0,0.00799055490642786,0.009303335470780542,train,False,400071,6
